ProductID,Name,Description,OrderCode,Brand,Size,Qty,Value,Discount,ValueIncVAT,ValueExcVAT,TotCost,Margin,MarginPerc
2155725,4 Colores Pastel,4 Colores Pastel,,,,4,12.20000,0.00000,12.20000,10.08000,6.16000,3.92000,0.38889
2155730,4 Colores Shine tubo rosado,4 Colores Shine tubo rosado,,,,1,3.05000,0.00000,3.05000,2.52000,1.54000,0.98000,0.38889
2307154,5 Boligrafos Bic Cristal,5 Boligrafos Bic Cristal,,BIC,,3,0.00000,-6.75000,6.75000,6.75000,8.25000,-1.50000,-0.22222
2273651,5 Boligrafos Bic Cristal Medium,5 Boligrafos Bic Cristal Medium,,BIC,,1,2.25000,0.00000,2.25000,1.86000,0.00000,1.86000,1.00000
2160072,A4 120g Color,A4 120g Color,,,,223,200.70000,9.54000,191.16000,189.28000,11.15000,178.13000,0.94109
2160071,A4 120g.,A4 120g.,,,,143,85.80000,2.00000,83.80000,81.22000,7.15000,74.07000,0.91197
2168196,A4 Cartulina B/N,A4 Cartulina B/N,,,,28,13.00000,0.00000,13.00000,12.28000,0.00000,12.28000,1.00000
2162971,A4 Color Cartulina,A4 Color Cartulina,,,,199,143.80000,21.78000,122.02000,100.89000,52.75000,48.14000,0.47715
2194672,A4 Doble Cara Color Cartulina,,,,,49,51.45000,9.29000,42.16000,42.16000,51.45000,-9.29000,-0.22035
2148851,A4 una cara,Color A4 una cara,,,,20,9.00000,0.00000,9.00000,7.44000,0.00000,7.44000,1.00000
2262263,Acordeón 12D Fuelle Folio.,Acordeón 12D Fuelle Folio.,,,,1,8.95000,0.00000,8.95000,7.40000,5.54000,1.86000,0.25135
2159360,Acordeón 12D Karman.,Acordeón 12D Karman.,,,,2,16.20000,0.10000,16.10000,13.30000,8.06000,5.24000,0.39398
2159343,Acordeón Carchivo 12 D,Acordeón Carchivo 12 D,,,,9,72.90000,0.00000,72.90000,60.21000,39.15000,21.06000,0.34978
2151011,Acuarela JOVI 12 colores,Acuarela JOVI 12 colores,,,,2,10.80000,0.00000,10.80000,8.92000,4.98000,3.94000,0.44170
2156490,Afilador Cuña  doble Maped,Afilador Cuña  doble Maped,,,,1,1.20000,0.00000,1.20000,0.99000,0.76000,0.23000,0.23232
2156493,Afilador Cuña metal ,Afilador Cuña metal ,,,,6,7.20000,0.00000,7.20000,5.94000,2.32200,3.62000,0.60909
2157000,Afilador Faber-Castell deposito trans,Afilador Faber-Castell deposito trans,,,,9,11.00000,0.00000,11.00000,9.12000,4.23000,4.89000,0.53618
2156997,Afilador Faber-Castell Grip deposito,Afilador Faber-Castell Grip deposito,,,,3,6.15000,0.00000,6.15000,5.07000,2.85000,2.22000,0.43787
2156990,Afilador Milan Capsule variado,Afilador Milan Capsule variado,,,,5,15.25000,0.00000,15.25000,12.60000,7.95000,4.65000,0.36905
2156992,Afilador Milan Compact 1918,Afilador Milan Compact 1918,,,,13,41.60000,0.00000,41.60000,34.32000,21.84000,12.48000,0.36364
2156993,Afilador Milan DUO variado,Afilador Milan DUO variado,,MILAN,,11,35.20000,0.00000,35.20000,29.04000,18.48000,10.56000,0.36364
2150511,Ajedrez Fournier,Ajedrez Fournier,,,,1,4.95000,0.00000,4.95000,4.09000,3.26000,0.83000,0.20293
2225514,Album Hello Kitty and Friends Panini.,Album Hello Kitty and Friends Panini.,,Panini,,6,60.00000,0.00000,60.00000,49.56000,40.20000,9.36000,0.18886
2156548,Alex Bog varios,Alex Bog varios,,,,9,23.85000,0.00000,23.85000,19.71000,10.80000,8.91000,0.45205
2155703,Amarillo Fun 1.6,Amarillo Fun 1.6,,,,6,4.20000,0.00000,4.20000,3.48000,1.18200,2.30000,0.66034
2156963,Apli 19x33,Apli 19x33,,,,21,25.20000,0.00000,25.20000,20.79000,9.03000,11.76000,0.56566
2190636,Apli Etiquetas blancas 01278,Apli Etiquetas blancas 01278,,,,1,23.55000,4.55000,19.00000,15.70000,15.00000,0.70000,0.04459
2159110,Apli Silicon rectangular,Apli Silicon rectangular,,,,1,7.59000,0.00000,7.59000,6.27000,4.67000,1.60000,0.25518
2159418,Artix Lienzo Canva Panels PP95 Unidad,Artix Lienzo Canva Panels PP95 Unidad,,,,1,2.55000,0.00000,2.55000,2.11000,1.81000,0.30000,0.14218
2159422,Artix Lienzo Canva Panels PP98,Artix Lienzo Canva Panels PP98,,,,1,4.35000,0.00000,4.35000,3.60000,2.61000,0.99000,0.27500
2159410,Artix Notebook 21x29 cm PB112,Artix Notebook 21x29 cm PB112,,Artix,,3,29.07000,0.00000,29.07000,24.03000,16.83000,7.20000,0.29963
2150646,AVE tattoo sticker Dino ,AVE tattoo sticker Dino ,,,,2,8.90000,0.00000,8.90000,7.36000,4.42400,2.94000,0.39891
2150649,AVE tattoo sticker Pirata,AVE tattoo sticker Pirata,,,,3,13.35000,-1.00000,14.35000,11.87000,6.63600,5.23000,0.44094
2150647,AVE tattoo sticker Space,AVE tattoo sticker Space,,,,1,4.45000,0.00000,4.45000,3.68000,2.21200,1.47000,0.39891
2160652,Avenir Sewing Pen Topper,Avenir Sewing Pen Topper,,,,1,6.50000,0.00000,6.50000,5.37000,4.70000,0.67000,0.12477
2155686,Azul Fun 1.6,Azul Fun 1.6,,,,5,3.50000,0.00000,3.50000,2.90000,0.98500,1.92000,0.66034
2155714,Azul Soft Fun 1.6,Azul Soft Fun 1.6,,,,18,12.60000,0.00000,12.60000,10.44000,3.24000,7.20000,0.68966
2155675,Azul Turquesa Fun 1.6,Azul Turquesa Fun 1.6,,,,7,4.90000,0.00000,4.90000,4.06000,1.37900,2.68000,0.66034
2150471,Baraja Española Fournier,Baraja Española Fournier,,,,1,3.95000,0.00000,3.95000,3.26000,2.11000,1.15000,0.35276
2150474,Baraja Española Poker Fournier,Baraja Española Poker Fournier,,,,1,6.05000,0.00000,6.05000,5.00000,3.25000,1.75000,0.35000
2150620,Barra silicona 75x10 APLI,Barra silicona 75x10 APLI,,,,6,12.30000,0.00000,12.30000,10.14000,6.60000,3.54000,0.34911
2154064,Basic+ Rojo,Basic+ Rojo,,,,1,0.35000,0.00000,0.35000,0.29000,0.06600,0.22000,0.77241
2151959,Bic Cristal 10 azul bolsa,Bic Cristal 10 azul bolsa,,,,3,10.65000,0.00000,10.65000,8.79000,9.12000,-0.33000,-0.03754
2151953,Bic Cristal 10 c bolsa,Bic Cristal 10 c bolsa,,,,2,7.10000,0.00000,7.10000,5.86000,6.08000,-0.22000,-0.03754
2151960,Bic Cristal 10 c caja,Bic Cristal 10 c caja,,,,1,3.70000,0.00000,3.70000,3.06000,1.98000,1.08000,0.35294
2151945,Bic Cristal 5 c,Bic Cristal 5 c,,,,2,7.60000,0.00000,7.60000,6.28000,4.12000,2.16000,0.34395
2151949,Bic Cristal 5 c bolsa,Bic Cristal 5 c bolsa,,,,1,2.25000,0.00000,2.25000,1.86000,2.06000,-0.20000,-0.10753
2205499,Bic Cristal Large 1.6 Azul,Bic Cristal Large 1.6 Azul,,,,8,5.60000,0.00000,5.60000,4.64000,1.56320,3.08000,0.66310
2205501,Bic Cristal Large 1.6 Negro,Bic Cristal Large 1.6 Negro,,,,19,13.30000,0.00000,13.30000,11.02000,3.71260,7.31000,0.66310
2205579,Bic Kids pack 12,Bic Kids pack 12,,,,2,7.30000,0.00000,7.30000,6.04000,3.52000,2.52000,0.41722
2154217,Bicolor ,Bicolor ,,,,6,6.90000,0.00000,6.90000,5.70000,3.01200,2.69000,0.47158
2156373,Big Dream Girls decorativo,Big Dream Girls decorativo,,,,4,11.00000,0.00000,11.00000,9.10000,5.00000,4.10000,0.45055
2299710,Bloc A5 Liso,Bloc A5 Liso,,Oxford,,2,5.90000,-2.00000,7.90000,6.54000,2.70000,3.84000,0.58716
2152119,Bloc Acuarela A4 Canson + Giotto,Bloc Acuarela A4 Canson + Giotto,,,,1,8.65000,0.00000,8.65000,7.15000,4.53000,2.62000,0.36643
2158489,Bloc Cartulina Praxton,Bloc Cartulina Praxton,,,,20,69.00000,0.30000,68.70000,56.82000,11.60000,45.22000,0.79585
2158493,Bloc de Charol Praxton 10H,Bloc de Charol Praxton 10H,,,,8,16.50000,0.00000,16.50000,13.64000,2.80000,10.84000,0.79472
2195636,Bloc de dibujo DinA4+ Canson C/Recu,,,,,6,30.42000,0.00000,30.42000,27.30000,24.90000,2.40000,0.08791
2194700,Bloc de Notas LOAN,,,,,1,2.75000,0.00000,2.75000,2.75000,2.75000,0.00000,0.00000
2152143,Bloc Dibujo Basik A4 Sin Recuadro 130g 20h,Bloc Dibujo Basik A4  Sin Recuadro130g 20h,,,,3,15.97000,0.00000,15.97000,13.19000,7.77000,5.42000,0.41092
2152163,Bloc Dibujo Basik Canson A3+,Bloc Dibujo Basik Canson A3+,,,,1,12.55000,0.00000,12.55000,10.37000,6.43000,3.94000,0.37994
2152149,Bloc Dibujo Disco Liso,Bloc Dibujo Disco Liso,,,,4,12.74000,0.00000,12.74000,11.57000,3.88000,7.69000,0.66465
2159554,Bloc Esbozo Canson A4,Bloc Esbozo Canson A4,,,,1,12.80000,0.00000,12.80000,10.58000,5.58000,5.00000,0.47259
2159556,Bloc Esbozo Canson A5,Bloc Esbozo Canson A5,,,,4,21.60000,0.00000,21.60000,17.85000,14.32000,3.53000,0.19776
2171107,Bloc Musica 3 pentagrama,Bloc Musica 3 pentagrama,,,,1,1.99000,0.00000,1.99000,1.64000,0.00000,1.64000,1.00000
2171142,Bloc Musica 4 pentagrama,Bloc Musica 4 pentagrama,,,,1,2.45000,0.00000,2.45000,2.02000,1.07000,0.95000,0.47030
2158582,Bloc Notas A4 4x4 Cuadriculado,Bloc Notas A4 4x4 Cuadriculado,,,,5,13.75000,0.00000,13.75000,11.35000,7.15000,4.20000,0.37004
2158614,Bloc Notas A4 Lineas,Bloc Notas A4 Lineas,,,,2,5.70000,0.00000,5.70000,4.72000,2.76000,1.96000,0.41525
2158620,Bloc Notas A5 Lineas  Amarillo,Bloc Notas A5 Lineas  Amarillo,,,,1,1.95000,0.00000,1.95000,1.61000,0.83500,0.78000,0.48137
2158641,Bloc Notas A6 T-712,Bloc Notas A6 T-712,,,,4,3.60000,0.00000,3.60000,2.96000,1.72000,1.24000,0.41892
2243055,Block Oxford 80H 90g 1/4,Block Oxford 80H 90g 1/4,,,,2,3.50000,0.00000,3.50000,2.90000,1.80000,1.10000,0.37931
2151830,Blu Tack Bostik Azul,Blu Tack Bostik Azul,,,,8,30.40000,0.00000,30.40000,25.12000,12.08000,13.04000,0.51911
2160676,Bluey 4 Puzzle Educa.,Bluey 4 Puzzle Educa.,,,,1,10.35000,0.00000,10.35000,8.55000,5.40000,3.15000,0.36842
2263614,Bluey Memory. ,Bluey Memory. ,,,,2,24.70000,0.00000,24.70000,20.42000,15.76000,4.66000,0.22821
2263628,Boli Bic Multifuncional 3 colores + portaminas,Boli Bic Multifuncional 3 colores + portaminas,,BIC,,4,21.00000,0.00000,21.00000,17.36000,12.12000,5.24000,0.30184
2249535,Boli Bic Pastel 1.0,Boli Bic Pastel 1.0,,BIC,,1,1.40000,0.00000,1.40000,1.16000,0.59100,0.57000,0.49052
2160758,Boli Gel Stitch,Boli Gel Stitch,,,,1,2.75000,0.00000,2.75000,2.27000,1.46000,0.81000,0.35683
2195782,Boli Pilot,,,,,1,2.85000,0.00000,2.85000,2.85000,2.85000,0.00000,0.00000
2156384,Bolígrafo Bismark 8 ml,Bolígrafo Bismark 8 ml,,,,1,2.50000,0.00000,2.50000,2.07000,1.00000,1.07000,0.51691
2151009,Bolígrafo Lego Azul,Bolígrafo Lego Azul,,,,1,7.25000,0.00000,7.25000,5.99000,3.60000,2.39000,0.39900
2160630,Bolígrafo Parker EST. 1888,Bolígrafo Parker EST. 1888,,,,1,15.45000,0.00000,15.45000,12.77000,10.13000,2.64000,0.20673
2304056,Bolsa botella Textura,Bolsa botella Textura,,,,2,4.40000,0.00000,4.40000,3.64000,1.80000,1.84000,0.50549
2240141,Bolsa con bordes blancos,Bolsa con bordes blancos,,,,2,2.00000,0.00000,2.00000,2.00000,2.00000,0.00000,0.00000
2161733,Bolsa Cuadrada Kraft Grande,Bolsa Cuadrada Kraft Grande,,,,9,6.30000,0.14000,6.16000,5.10000,2.61000,2.49000,0.48824
2195678,Bolsa de corazon,,,,,2,2.00000,0.00000,2.00000,2.00000,2.00000,0.00000,0.00000
2150565,Bolsa de regalo botella ventana,Bolsa de regalo botella ventana,,,,1,2.66200,0.00000,2.66200,2.20200,0.91800,1.28000,0.58273
2150577,Bolsa de regalo dorada kraft,Bolsa de regalo dorada kraft,,,,4,5.80000,0.00000,5.80000,4.80000,3.00000,1.80000,0.37500
2150557,Bolsa de regalo rombo rosada ,Bolsa de regalo rombo rosada ,,,,2,4.50000,0.00000,4.50000,3.72000,2.00000,1.72000,0.46237
2161737,Bolsa Kraft pequeña,Bolsa Kraft pequeña,,,,34,15.30000,0.00000,15.30000,12.58000,6.80000,5.78000,0.45946
2161736,Bolsa Larga Kraft Grande,Bolsa Larga Kraft Grande,,,,15,10.50000,0.00000,10.50000,8.70000,4.20000,4.50000,0.51724
2150555,Bolsa papel regalo Lavanda Kraft,Bolsa papel regalo Lavanda Kraft,,,,1,1.45000,0.00000,1.45000,1.20000,0.72000,0.48000,0.40000
2304057,Bolsa regalo azul-dorado,Bolsa regalo azul-dorado,,,,2,5.30000,0.00000,5.30000,4.38000,2.60000,1.78000,0.40639
2150542,Bolsa regalo pequeña escamas Design,Bolsa regalo pequeña escamas Design,,,,2,3.90000,0.00000,3.90000,3.22000,1.68000,1.54000,0.47826
2150572,Bolsa regalo Pirata pequeña design,Bolsa regalo Pirata pequeña design,,,,1,1.75000,0.00000,1.75000,1.45000,0.90000,0.55000,0.37931
2150575,Bolsa regalo spaces aircraft pequeña,Bolsa regalo spaces aircraft pequeña,,,,1,1.75000,0.00000,1.75000,1.45000,0.90000,0.55000,0.37931
2162017,Bolsas Kraft Alcochadas 350x470,Bolsas Kraft Alcochadas 350x470,,,,26,29.90000,0.00000,29.90000,24.70000,16.45800,8.24000,0.33368
2225505,Bolsas Kraft Alcochadas SAM AK - 20.,Bolsas Kraft Alcochadas SAM AK - 20.,,,,1,0.95000,0.00000,0.95000,0.79000,0.40700,0.38000,0.48481
2162026,Bolsas Kraft Alcochadas SAM AK 11F.,Bolsas Kraft Alcochadas SAM AK 11F.,,,,3,2.85000,0.00000,2.85000,2.36000,0.73500,1.63000,0.68856
2162025,Bolsas Kraft Alcochadas SAM AK 18,Bolsas Kraft Alcochadas SAM AK 18,,,,7,6.65000,-0.20000,6.85000,5.70000,1.71500,3.99000,0.69912
2162055,Bolsas Kraft Alcochadas SAM AK 3C,Bolsas Kraft Alcochadas SAM AK 3C,,,,2,0.80000,0.00000,0.80000,0.66000,0.49000,0.17000,0.25758
2162029,Bolsas Kraft Alcochadas SAM AK 5E,Bolsas Kraft Alcochadas SAM AK 5E,,,,2,1.90000,0.00000,1.90000,1.58000,0.49000,1.09000,0.68987
2162030,Bolsas Kraft Alcochadas SAM AK 5E,Bolsas Kraft Alcochadas SAM AK 5E,,,,7,6.65000,0.00000,6.65000,5.52000,1.71500,3.81000,0.68931
2189622,Bolsas Kraft Love ,Bolsas Kraft Love ,,,,2,3.10000,0.00000,3.10000,2.56000,1.10000,1.46000,0.57031
2306557,Borrable Animal Colorino,Borrable Animal Colorino,,,,2,3.70000,0.00000,3.70000,3.06000,1.50000,1.56000,0.50980
2152909,Borrable CoolPack variado ,Borrable CoolPack variado ,,,,8,17.20000,0.00000,17.20000,14.24000,8.00000,6.24000,0.43820
2152916,Borrable Disney,Borrable Disney,,,,3,6.45000,0.00000,6.45000,5.34000,3.00000,2.34000,0.43820
2152791,Borrable Frixion Ball 0.7 Azul,Borrable Frixion Ball 0.7 Azul,,,,15,35.40000,0.00000,35.40000,29.24000,20.10000,9.14000,0.31259
2152793,Borrable Frixion Ball 0.7 Negro,Borrable Frixion Ball 0.7 Negro,,,,8,19.30000,0.00000,19.30000,15.94000,10.72000,5.22000,0.32748
2152790,Borrable Frixion Ball 0.7 Rojo,Borrable Frixion Ball 0.7 Rojo,,,,8,20.20000,0.00000,20.20000,16.68000,10.72000,5.96000,0.35731
2152788,Borrable Frixion Ball 0.7 Verde,Borrable Frixion Ball 0.7 Verde,,,,3,7.80000,0.00000,7.80000,6.44000,4.02000,2.42000,0.37578
2152783,Borrable Frixion clicker 0.7 Azul,Borrable Frixion clicker 0.7 Azul,,,,31,81.15000,0.45000,80.70000,66.68000,43.40000,23.28000,0.34913
2152782,Borrable Frixion clicker 0.7 Negro,Borrable Frixion clicker 0.7 Negro,,,,16,47.46000,0.45000,47.01000,38.85000,22.40000,16.45000,0.42342
2152785,Borrable Frixion clicker 0.7 Rojo,Borrable Frixion clicker 0.7 Rojo,,,,9,23.31000,0.00000,23.31000,19.26000,12.60000,6.66000,0.34579
2152786,Borrable Frixion clicker 0.7 Verde,Borrable Frixion clicker 0.7 Verde,,,,5,13.81000,0.00000,13.81000,11.41000,7.00000,4.41000,0.38650
2152914,Borrable Rey León,Borrable Rey León,,,,6,12.90000,0.00000,12.90000,10.67000,6.00000,4.67000,0.43768
2156572,Borrador de Pizarra Verde magnético,Borrador de Pizarra Verde magnético,,,,1,1.55000,0.00000,1.55000,1.28000,0.48000,0.80000,0.62500
2152042,Borradores avión QIHAO,Borradores avión QIHAO,,,,1,1.99000,0.00000,1.99000,1.64000,0.98000,0.66000,0.40244
2152045,Borradores jungla QIHAO,Borradores jungla QIHAO,,,,1,8.20000,0.00000,8.20000,6.78000,4.00000,2.78000,0.41003
2155208,Boss 70/113,Boss 70/113,,,,5,8.50000,0.00000,8.50000,7.00000,3.45000,3.55000,0.50714
2155213,Boss 70/116,Boss 70/116,,,,5,8.50000,0.00000,8.50000,7.00000,3.45000,3.55000,0.50714
2155222,Boss 70/125,Boss 70/125,,,,2,3.40000,0.00000,3.40000,2.80000,1.38000,1.42000,0.50714
2155115,Boss 70/126,Boss 70/126,,,,1,1.70000,0.00000,1.70000,1.40000,0.69000,0.71000,0.50714
2155203,Boss 70/129,Boss 70/129,,,,2,3.40000,0.00000,3.40000,2.80000,1.38000,1.42000,0.50714
2155211,Boss 70/133,Boss 70/133,,,,1,1.70000,0.00000,1.70000,1.40000,0.69000,0.71000,0.50714
2155248,Boss 70/137,Boss 70/137,,,,2,3.40000,0.00000,3.40000,2.80000,1.38000,1.42000,0.50714
2155240,Boss 70/140,Boss 70/140,,,,2,3.40000,0.00000,3.40000,2.80000,1.38000,1.42000,0.50714
2155228,Boss 70/144,Boss 70/144,,,,5,8.50000,0.00000,8.50000,7.01000,3.45000,3.56000,0.50785
2155206,Boss 70/150,Boss 70/150,,,,3,5.10000,0.00000,5.10000,4.21000,2.07000,2.14000,0.50831
2155216,Boss 70/155,Boss 70/155,,,,1,1.70000,0.00000,1.70000,1.40000,0.69000,0.71000,0.50714
2155257,Boss 70/158,Boss 70/158,,,,4,6.80000,0.00000,6.80000,5.60000,2.76000,2.84000,0.50714
2155246,Boss 70/163,Boss 70/163,,,,3,5.10000,0.00000,5.10000,4.20000,2.07000,2.13000,0.50714
2155250,Boss 70/165,Boss 70/165,,,,3,5.10000,0.00000,5.10000,4.20000,2.07000,2.13000,0.50714
2155236,Boss 70/175,Boss 70/175,,,,2,3.40000,0.00000,3.40000,2.80000,1.38000,1.42000,0.50714
2155251,Boss 70/186,Boss 70/186,,,,1,1.70000,0.00000,1.70000,1.40000,0.69000,0.71000,0.50714
2155244,Boss 70/194,Boss 70/194,,,,4,6.80000,0.00000,6.80000,5.60000,2.76000,2.84000,0.50714
2155219,Boss 70/24,Boss 70/24,,,,20,34.00000,0.00000,34.00000,28.00000,13.80000,14.20000,0.50714
2155241,Boss 70/46,Boss 70/46,,,,1,1.70000,0.00000,1.70000,1.40000,0.69000,0.71000,0.50714
2155207,Boss 70/51,Boss 70/51,,,,2,3.40000,0.00000,3.40000,2.80000,1.38000,1.42000,0.50714
2155218,Boss 70/54,Boss 70/54,,,,1,1.70000,0.00000,1.70000,1.40000,0.69000,0.71000,0.50714
2155232,Boss 70/55,Boss 70/55,,,,2,3.40000,0.00000,3.40000,2.80000,1.38000,1.42000,0.50714
2155100,Boss 70/56,Boss 70/56,,,,7,11.90000,0.00000,11.90000,9.80000,4.83000,4.97000,0.50714
2155210,Boss 70/58,Boss 70/58,,,,1,1.70000,0.00000,1.70000,1.40000,0.69000,0.71000,0.50714
2155575,Brush Pen 5,Brush Pen 5,,,,1,11.55000,0.00000,11.55000,9.55000,5.62000,3.93000,0.41152
2151825,Caculadora Bismark C-60,Caculadora Bismark C-60,,,,1,7.85000,0.00000,7.85000,6.49000,5.49000,1.00000,0.15408
2151826,Caculadora Praxton PR 652,Caculadora Praxton PR 652,,,,1,6.30000,0.00000,6.30000,5.21000,4.40000,0.81000,0.15547
2159336,Caja de proyectos Dohe 5cm,Caja de proyectos Dohe 5cm,,,,3,24.90000,0.00000,24.90000,20.58000,13.32000,7.26000,0.35277
2159332,Cajas de Proyectos Dohe 3cm,Cajas de Proyectos Dohe 3cm,,,,6,46.80000,0.00000,46.80000,38.70000,25.74000,12.96000,0.33488
2271989,Calculadora Bismark CD-2472,Calculadora Bismark CD-2472,,Bismark,,2,26.98000,0.00000,26.98000,22.30000,14.80000,7.50000,0.33632
2151836,Calculadora Casio FX-82,Calculadora Casio FX-82,,,,6,103.25000,0.00000,103.25000,85.32000,43.44000,41.88000,0.49086
2271992,Calculadora Milan peq 150908KBL,Calculadora Milan peq 150908KBL,,MILAN,,1,15.49000,0.00000,15.49000,12.80000,7.24000,5.56000,0.43438
2157693,Caligrafia Creativa & Lettering Naturaleza,Caligrafia Creativa & Lettering Naturaleza,,,,1,4.90000,0.00000,4.90000,4.05000,2.63000,1.42000,0.35062
2158557,Campus 100H Lisas,Campus 100H Lisas,,,,1,4.99000,0.00000,4.99000,4.12000,1.47000,2.65000,0.64320
2158648,Campus A5 Cuadriculado 100H,Campus A5 Cuadriculado 100H,,,,2,4.60000,0.00000,4.60000,3.80000,2.34000,1.46000,0.38421
2160519,Campus A5 TP,Campus A5 TP,,,,2,15.70000,0.00000,15.70000,12.98000,6.44000,6.54000,0.50385
2160521,Campus A6 TP,Campus A6 TP,,,,1,5.85000,0.00000,5.85000,4.83000,2.87000,1.96000,0.40580
2160518,Campus Plain Pu SV A5,Campus Plain Pu SV A5,,,,3,27.60000,0.00000,27.60000,22.80000,13.65000,9.15000,0.40132
2160517,Campus Plain Pu SV A6,Campus Plain Pu SV A6,,,,1,6.20000,0.00000,6.20000,5.12000,3.07000,2.05000,0.40039
2291094,Carchiplas 30H Stars Fundas Reforzadas,Carchiplas 30H Stars Fundas Reforzadas,,,,2,16.30000,0.00000,16.30000,13.48000,10.50000,2.98000,0.22107
2162008,Carchiplas 40H,Carchiplas 40H,,,,5,36.95000,0.00000,36.95000,30.55000,20.75000,9.80000,0.32079
2159315,Carchivo Dune A4 Plus 25mm,Carchivo Dune A4 Plus 25mm,,,,1,5.75000,0.00000,5.75000,4.75000,3.66000,1.09000,0.22947
2163505,Carpeta con Clip Dossier Brismark,Carpeta con Clip Dossier Brismark,,,,1,1.35000,0.00000,1.35000,1.12000,0.56000,0.56000,0.50000
2157248,Carpeta Con Fundas 20U Cachiplas,Carpeta Con Fundas 20U Cachiplas,,,,1,4.45000,0.00000,4.45000,3.68000,2.72000,0.96000,0.26087
2157256,Carpeta Espiral Oxford 20 fundas A4,Carpeta Espiral Oxford 20 fundas A4,,,,1,6.50000,0.00000,6.50000,5.37000,3.73000,1.64000,0.30540
2157291,Carpeta Oxford A4 35mm 5x5 recambio,Carpeta Oxford A4 35mm 5x5 recambio,,,,1,14.20000,0.00000,14.20000,11.74000,8.17000,3.57000,0.30409
2157162,Carpeta Traslúcido A5,Carpeta Traslúcido A5,,,,1,1.05000,0.00000,1.05000,0.87000,0.60000,0.27000,0.31034
2163739,Cartabón 25 cm Azul,Cartabón 25 cm Azul,,,,2,3.10000,0.00000,3.10000,2.56000,1.34000,1.22000,0.47656
2163746,Cartabón 25 cm Azul Serivan,Cartabón 25 cm Azul Serivan,,,,4,5.80000,0.00000,5.80000,4.80000,1.68000,3.12000,0.65000
2194718,Cartel SE ALQUILA,,,,,1,5.85000,0.00000,5.85000,5.85000,5.85000,0.00000,0.00000
2194027,Carton Pluma A4 Blanco,,,,,2,2.00000,0.00000,2.00000,1.65000,0.00000,1.65000,1.00000
2164820,Cartulina 50 x 65 cm Metalizado,Cartulina 50 x 65 cm Metalizado,,,,1,2.79000,0.00000,2.79000,2.31000,1.50000,0.81000,0.35065
2194697,Cartulina A4 Canson,cartulina A4 Canso,,Canson,,86,21.50000,0.00000,21.50000,21.50000,21.50000,0.00000,0.00000
2254777,Cartulina Canson A3 Blanco,Cartulina Canson A3 Blanco,,Canson,,1,0.55000,0.00000,0.55000,0.45000,0.22000,0.23000,0.51111
2164832,Cartulina Fluor 50 x 65 cm,Cartulina Fluor 50 x 65 cm,,,,4,5.80000,0.00000,5.80000,4.80000,0.00000,4.80000,1.00000
2164873,Cartulina Ondulada 50 x 65 cm,Cartulina Ondulada 50 x 65 cm,,,,2,3.70000,0.00000,3.70000,3.70000,1.74000,1.96000,0.52973
2162600,Cartulinas Blancas 50x65,Cartulinas Blancas 50x65,,,,49,49.00000,0.00000,49.00000,40.56000,16.80700,23.75000,0.58563
2162606,Cartulinas Colores 50x65,Cartulinas Colores 50x65,,,,63,63.00000,0.00000,63.00000,52.21000,30.87000,21.34000,0.40873
2160908,Castell 9000 2H,Castell 9000 2H,,,,2,1.60000,0.00000,1.60000,1.32000,0.58000,0.74000,0.56061
